Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-03-21 00:00:00,14.21287572400113,54.72426399290298,5.514973806843418e-34,11.971706570695089,68.1472170895343,13.823554994288147
2021-03-21 00:05:00,14.203862717200337,54.9172791978709,1.6544921420530256e-34,11.851511971208527,68.403051962674,13.737066498286442
2021-03-21 00:10:00,13.991158815160102,57.075183759361266,4.963476426159076e-35,11.675453591362558,68.58213637387179,14.061119949485931
2021-03-21 00:15:00,13.857347644548032,58.42255512780838,1.4890429278477228e-35,11.482636077408767,68.70749546171025,14.018335984845777
2021-03-21 00:20:00,13.747204293364408,58.82676653834251,4.467128783543168e-36,11.35479082322263,68.79524682319717,13.865500795453734
2021-03-21 00:25:00,13.504161288009321,58.948029961502755,1.3401386350629504e-36,11.246437246966789,69.45667277623802,13.959650238636119
2021-03-21 00:30:00,13.221248386402795,58.984408988450824,4.020415905188851e-37,11.073931174090035,69.91967094336661,14.337895071590834
2021-03-21 00:35:00,12.856374515920837,58.99532269653524,1.2061247715566553e-37,10.88217935222701,70.24376966035662,14.45136852147725
2021-03-21 00:40:00,12.46691235477625,57.598596808960565,3.6183743146699656e-38,10.754653805668102,71.37063876224963,14.205410556443173
2021-03-21 00:45:00,12.210073706432873,57.17957904268817,1.0855122944009896e-38,10.64639614170043,72.45944713357474,14.271623166932951
2021-03-21 00:50:00,11.99302211192986,56.35387371280645,3.256536883202969e-39,10.543918842510129,73.52161299350232,14.641486950079884
2021-03-21 00:55:00,11.857906633578958,56.10616211384193,9.769610649608907e-40,10.373175652753039,74.56512909545161,14.962446085023963
2021-03-21 01:00:00,11.817371990073687,56.031848634152574,2.930883194882672e-40,10.25195269582591,75.59559036681613,14.778733825507189
2021-03-21 01:05:00,11.735211597022106,56.70955459024577,8.792649584648016e-41,10.075585808747773,76.31691325677129,15.143620147652156
2021-03-21 01:10:00,11.640563479106632,57.61286637707373,2.6377948753944046e-41,9.952675742624331,76.82183927973989,15.043086044295647
2021-03-21 01:15:00,11.332169043731989,59.283859913122114,7.913384626183213e-42,9.8458027227873,77.47528749581792,15.012925813288694
2021-03-21 01:20:00,10.959650713119597,60.48515797393663,2.374015387854964e-42,9.743740816836189,77.93270124707254,15.493877743986607
2021-03-21 01:25:00,10.707895213935878,60.84554739218098,7.122046163564891e-43,9.643122245050856,78.25289087295077,15.568163323195982
2021-03-21 01:30:00,10.492368564180762,60.25366421765429,2.136613849069467e-43,9.542936673515257,78.47702361106553,15.310448996958794
2021-03-21 01:35:00,10.357710569254229,60.076099265296286,6.409841547208401e-44,9.442881002054577,78.63391652774587,14.883134699087638
2021-03-21 01:40:00,10.247313170776268,60.72282977958888,1.9229524641625203e-44,9.342864300616373,79.04374156942211,15.17494040972629
2021-03-21 01:45:00,10.144193951232879,60.91684893387666,5.76885739248756e-45,9.312859290184912,79.03061909859548,15.402482122917887
2021-03-21 01:50:00,9.973258185369863,60.97505468016299,1.730657217746268e-45,9.163857787055473,79.02143336901683,15.820744636875364
2021-03-21 01:55:00,9.921977455610959,61.692516404048895,5.191971653238804e-46,9.049157336116641,79.01500335831177,15.386223391062607
2021-03-21 02:00:00,9.906593236683287,62.607754921214664,1.5575914959716412e-46,8.944747200834993,79.31050235081824,14.90586701731878
2021-03-21 02:05:00,9.901977971004985,63.5823264763644,4.672774487914924e-47,8.843424160250498,79.51735164557277,15.321760105195633
2021-03-21 02:10:00,9.830593391301496,63.87469794290932,1.4018323463744772e-47,8.81302724807515,79.66214615190094,15.65652803155869
2021-03-21 02:15:00,9.739178017390447,63.96240938287279,4.2054970391234316e-48,8.803908174422546,79.76350230633065,15.686958409467605
2021-03-21 02:20:00,9.641753405217134,63.98872281486183,1.2616491117370295e-48,8.801172452326764,79.83445161443146,16.04608752284028
2021-03-21 02:25:00,9.61252602156514,63.99661684445854,3.784947335211088e-49,8.80035173569803,79.88411613010202,16.363826256852082
2021-03-21 02:30:00,9.603757806469542,63.29898505333756,1.1354842005633264e-49,8.800105520709408,79.91888129107141,16.599147877055625
2021-03-21 02:35:00,9.601127341940863,62.38969551600127,3.406452601689979e-50,8.730031656212821,79.94321690374998,16.529744363116684
2021-03-21 02:40:00,9.60033820258226,61.41690865480038,1.0219357805069937e-50,8.709009496863846,79.96025183262498,16.858923308935005
2021-03-21 02:45:00,9.600101460774678,61.82507259644011,3.0658073415209813e-51,8.702702849059152,79.97217628283748,16.677676992680503
2021-03-21 02:50:00,9.600030438232404,62.64752177893203,9.197422024562944e-52,8.700810854717744,80.28052339798623,17.18330309780415
2021-03-21 02:55:00,9.60000913146972,63.594256533679605,2.7592266073688832e-52,8.700243256415323,80.49636637859035,17.474990929341246
2021-03-21 03:00:00,9.670002739440916,63.878276960103875,8.277679822106649e-53,8.700072976924595,80.64745646501325,17.352497278802375
2021-03-21 03:05:00,9.831000821832275,63.963483088031154,2.4833039466319947e-53,8.700021893077377,80.75321952550927,16.75574918364071
2021-03-21 03:10:00,9.949300246549683,63.98904492640934,7.449911839895984e-54,8.770006567923213,80.52725366785648,16.786724755092212
2021-03-21 03:15:00,10.054790073964904,63.996713477922796,2.234973551968795e-54,8.791001970376964,80.66907756749954,17.006017426527663
2021-03-21 03:20:00,10.22643702218947,64.69901404337683,6.704920655906384e-55,8.797300591113089,80.46835429724968,18.191805227958298
2021-03-21 03:25:00,10.48793110665684,64.90970421301304,2.011476196771915e-55,8.729190177333926,80.32784800807477,18.337541568387486
