Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-01-11 23:20:00,8.499794203665983,64.98310296889898,7.24135685060116e-29,18.8,42.0,5.6
2021-01-11 23:25:00,8.429938261099794,65.6949308906697,2.172407055180348e-29,18.7,42.0,5.5
2021-01-11 23:30:00,8.408981478329938,66.6084792672009,6.517221165541043e-30,18.7,42.0,5.5
2021-01-11 23:35:00,8.47269444349898,67.58254378016026,1.955166349662313e-30,18.8,42.0,5.6
2021-01-11 23:40:00,8.561808333049694,67.87476313404807,5.8654990489869386e-31,18.7,42.0,5.5
2021-01-11 23:45:00,8.658542499914907,67.96242894021441,1.7596497146960814e-31,18.7,42.0,5.5
2021-01-11 23:50:00,8.757562749974472,67.98872868206432,5.278949144088244e-32,18.7,42.0,5.5
2021-01-11 23:55:00,8.787268824992342,67.99661860461929,1.5836847432264732e-32,18.7,42.0,5.5
2021-01-12 00:00:00,8.726180647497701,67.29898558138578,4.751054229679419e-33,18.7,42.0,5.5
2021-01-12 00:05:00,8.49785419424931,67.08969567441574,1.4253162689038257e-33,18.7,42.0,5.5
2021-01-12 00:10:00,8.289356258274793,67.72690870232472,4.275948806711477e-34,18.8,42.0,5.6
2021-01-12 00:15:00,8.156806877482436,67.91807261069741,1.282784642013443e-34,18.7,42.0,5.5
2021-01-12 00:20:00,7.977042063244731,67.97542178320921,3.848353926040329e-35,18.6,42.0,5.4
2021-01-12 00:25:00,7.92311261897342,67.99262653496275,1.1545061778120986e-35,18.6,42.0,5.4
2021-01-12 00:30:00,7.906933785692026,68.69778796048882,3.463518533436295e-36,18.7,42.0,5.5
2021-01-12 00:35:00,8.042080135707607,69.60933638814664,1.0390555600308885e-36,18.6,42.0,5.4
2021-01-12 00:40:00,8.08262404071228,70.58280091644399,3.1171666800926653e-37,18.6,42.0,5.4
2021-01-12 00:45:00,8.024787212213685,71.5748402749332,9.351500040277995e-38,18.7,42.0,5.5
2021-01-12 00:50:00,7.937436163664106,71.87245208247995,2.8054500120833986e-38,18.6,42.0,5.4
2021-01-12 00:55:00,7.911230849099232,72.66173562474398,8.416350036250195e-39,18.6,42.0,5.4
2021-01-12 01:00:00,7.833369254729769,72.1985206874232,2.5249050108750583e-39,18.6,42.0,5.4
2021-01-12 01:05:00,7.810010776418931,72.05955620622696,7.574715032625174e-40,18.6,42.0,5.4
2021-01-12 01:10:00,7.803003232925679,72.01786686186809,2.272414509787552e-40,18.4,42.0,5.3
2021-01-12 01:15:00,7.730900969877704,71.30536005856042,6.817243529362656e-41,18.4,42.0,5.3
2021-01-12 01:20:00,7.70927029096331,71.09160801756812,2.0451730588087967e-41,18.6,42.0,5.4
2021-01-12 01:25:00,7.702781087288993,71.02748240527043,6.13551917642639e-42,18.4,42.0,5.3
2021-01-12 01:30:00,7.700834326186698,71.70824472158112,1.840655752927917e-42,18.4,43.0,5.6
2021-01-12 01:35:00,7.700250297856009,71.91247341647434,5.521967258783751e-43,18.7,42.0,5.5
2021-01-12 01:40:00,7.700075089356803,72.6737420249423,1.6565901776351251e-43,18.4,43.0,5.6
2021-01-12 01:45:00,7.63002252680704,72.90212260748268,4.969770532905375e-44,18.4,43.0,5.6
2021-01-12 01:50:00,7.609006758042112,73.6706367822448,1.4909311598716124e-44,18.4,43.0,5.6
2021-01-12 01:55:00,7.602702027412633,73.90119103467343,4.472793479614837e-45,18.4,43.0,5.6
2021-01-12 02:00:00,7.600810608223789,73.97035731040202,1.3418380438844511e-45,18.4,43.0,5.6
2021-01-12 02:05:00,7.530243182467137,73.9911071931206,4.025514131653353e-46,18.4,43.0,5.6
2021-01-12 02:10:00,7.439072954740141,73.99733215793617,1.2076542394960057e-46,18.4,43.0,5.6
2021-01-12 02:15:00,7.341721886422041,73.99919964738085,3.622962718488017e-47,18.4,43.0,5.6
2021-01-12 02:20:00,7.172516565926612,73.99975989421425,1.086888815546405e-47,18.4,43.0,5.6
2021-01-12 02:25:00,7.051754969777983,73.99992796826427,3.260666446639215e-48,18.4,43.0,5.6
2021-01-12 02:30:00,6.9455264909333945,73.99997839047927,9.781999339917644e-49,18.9,42.0,5.7
2021-01-12 02:35:00,6.913657947280019,74.69999351714378,2.9345998019752932e-49,19.0,42.0,5.8
2021-01-12 02:40:00,6.974097384184005,74.90999805514313,8.803799405925878e-50,19.1,42.0,5.9
2021-01-12 02:45:00,7.062229215255201,74.97299941654293,2.6411398217777633e-50,18.8,42.0,5.6
2021-01-12 02:50:00,7.0886687645765605,75.69189982496287,7.92341946533329e-51,18.7,43.0,5.8
2021-01-12 02:55:00,7.096600629372968,75.90756994748885,2.3770258395999868e-51,18.6,43.0,5.7
2021-01-12 03:00:00,7.09898018881189,75.97227098424665,7.13107751879996e-52,18.7,43.0,5.8
2021-01-12 03:05:00,7.099694056643567,75.99168129527399,2.139323255639988e-52,18.4,43.0,5.6
2021-01-12 03:10:00,7.09990821699307,75.9975043885822,6.417969766919964e-53,18.4,43.0,5.6
2021-01-12 03:15:00,7.239972465097921,75.99925131657466,1.925390930075989e-53,18.4,43.0,5.6
2021-01-12 03:20:00,7.561991739529375,75.99977539497239,5.776172790227967e-54,18.4,43.0,5.6
2021-01-12 03:25:00,7.938597521858812,75.99993261849171,1.73285183706839e-54,18.4,43.0,5.6
2021-01-12 03:30:00,8.191579256557644,75.99997978554751,5.19855551120517e-55,18.4,43.0,5.6
2021-01-12 03:35:00,8.407473776967292,75.99999393566425,1.559566653361551e-55,18.4,43.0,5.6
2021-01-12 03:40:00,8.542242133090188,75.99999818069927,4.678699960084652e-56,18.4,43.0,5.6
2021-01-12 03:45:00,8.652672639927054,75.99999945420977,1.4036099880253957e-56,18.3,43.0,5.5
2021-01-12 03:50:00,8.685801791978115,75.99999983626293,4.210829964076187e-57,18.4,43.0,5.6
2021-01-12 03:55:00,8.695740537593434,75.99999995087887,1.2632489892228562e-57,18.4,43.0,5.6
2021-01-12 04:00:00,8.69872216127803,75.99999998526366,3.789746967668568e-58,18.3,43.0,5.5
2021-01-12 04:05:00,8.769616648383408,75.99999999557909,1.1369240903005705e-58,18.3,43.0,5.5
2021-01-12 04:10:00,8.860884994515022,75.99999999867373,3.4107722709017113e-59,18.4,43.0,5.6
2021-01-12 04:15:00,8.888265498354507,75.99999999960211,1.0232316812705134e-59,18.3,43.0,5.5
2021-01-12 04:20:00,8.826479649506352,75.99999999988063,3.06969504381154e-60,18.3,43.0,5.5
2021-01-12 04:25:00,8.737943894851904,75.99999999996419,9.20908513143462e-61,18.4,43.0,5.6
2021-01-12 04:30:00,8.64138316845557,75.99999999998926,2.762725539430386e-61,18.3,43.0,5.5
2021-01-12 04:35:00,8.54241495053667,75.99999999999677,8.288176618291157e-62,18.2,43.0,5.4
2021-01-12 04:40:00,8.442724485161001,75.99999999999903,2.486452985487347e-62,18.2,43.0,5.4
2021-01-12 04:45:00,8.342817345548301,75.9999999999997,7.45935895646204e-63,18.3,43.0,5.5
2021-01-12 04:50:00,8.24284520366449,75.29999999999991,2.237807686938612e-63,18.2,43.0,5.4
2021-01-12 04:55:00,8.142853561099347,74.38999999999997,6.713423060815836e-64,18.2,43.0,5.4
2021-01-12 05:00:00,8.042856068329804,74.11699999999999,2.014026918244751e-64,18.3,43.0,5.5
